Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Name-additional,no_accent_names,clean_end,no_period,clean_name
741,TrevorÿLarnach*,25,MIN,51,180,-1,0,0,9,-2,6,0.7,6,13,0.514,0.504,0.3,0.7,4,larnatr01,TrevorÿLarnach*,TrevorÿLarnach,TrevorÿLarnach,trevorlarnach
742,JackÿLarsen*,27,SEA,1,1,0,0,0,0,0,0,0,0,0,0.471,0.5,0,0,0,larseja01,JackÿLarsen*,JackÿLarsen,JackÿLarsen,jacklarsen
744,Ram¢nÿLaureano,27,OAK,94,383,0,1,1,-1,-2,-2,-0.2,13,11,0.498,0.499,1.2,-0.4,12,laurera01,RamonÿLaureano,RamonÿLaureano,RamonÿLaureano,ramonlaureano
745,BryanÿLavastida,23,CLE,6,15,-1,0,0,0,0,-1,-0.1,1,-1,0.48,0.499,-0.1,0,-1,lavasbr01,BryanÿLavastida,BryanÿLavastida,BryanÿLavastida,bryanlavastida
749,CharlesÿLeblanc,26,MIA,48,169,1,-1,1,-1,1,1,0.1,6,7,0.502,0.501,0.8,0,8,leblach01,CharlesÿLeblanc,CharlesÿLeblanc,CharlesÿLeblanc,charlesleblanc
753,KhalilÿLee*,24,NYM,2,2,1,0,0,-1,0,0,0,0,0,0.508,0.5,0.1,-0.1,1,leekh01,KhalilÿLee*,KhalilÿLee,KhalilÿLee,khalillee
754,KoreyÿLee,23,HOU,12,26,-3,0,0,-3,1,-5,-0.6,1,-4,0.454,0.497,-0.2,-0.3,-1,leeko01,KoreyÿLee,KoreyÿLee,KoreyÿLee,koreylee
756,DJÿLeMahieu,33,NYY,125,541,10,-1,0,8,0,17,1.8,18,35,0.515,0.511,2.8,0.9,27,lemahdj01,DJÿLeMahieu,DJÿLeMahieu,DJÿLeMahieu,djlemahieu
758,SandyÿLe¢n#,33,2TM,33,86,-5,-1,0,-3,2,-7,-0.8,3,-4,0.476,0.497,-0.2,-0.1,-1,leonsa01,SandyÿLeon#,SandyÿLeon,SandyÿLeon,sandyleon
760,JoshÿLester*,27,DET,2,5,-1,0,0,0,0,-1,-0.2,0,-1,0.425,0.499,-0.1,0,-1,lestejo02,JoshÿLester*,JoshÿLester,JoshÿLester,joshlester
761,KyleÿLewis,26,SEA,18,62,-3,0,0,1,-1,-3,-0.3,2,-1,0.483,0.498,-0.2,0,-2,lewisky01,KyleÿLewis,KyleÿLewis,KyleÿLewis,kylelewis
762,RoyceÿLewis,23,MIN,12,41,2,0,0,0,1,2,0.2,1,3,0.515,0.501,0.3,0.1,3,lewisro02,RoyceÿLewis,RoyceÿLewis,RoyceÿLewis,roycelewis
763,LuisÿLiberato*,26,SDP,7,5,-1,0,0,0,0,-2,-0.2,0,-1,0.476,0.499,-0.2,0,-1,liberlu01,LuisÿLiberato*,LuisÿLiberato,LuisÿLiberato,luisliberato
764,MatthewÿLiberatore*,22,STL,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,liberma01,MatthewÿLiberatore*,MatthewÿLiberatore,MatthewÿLiberatore,matthewliberatore
765,FranciscoÿLindor#,28,NYM,161,706,22,0,1,-2,9,32,3.4,23,55,0.52,0.52,5.7,0.8,57,lindofr01,FranciscoÿLindor#,FranciscoÿLindor,FranciscoÿLindor,franciscolindor
769,JonathanÿLo isiga,27,NYY,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,loaisjo01,JonathanÿLoaisiga,JonathanÿLoaisiga,JonathanÿLoaisiga,jonathanloaisiga
770,TimÿLocastro,29,NYY,38,46,-2,2,0,-2,-1,-4,-0.4,2,-2,0.49,0.498,0,-0.3,0,locasti01,TimÿLocastro,TimÿLocastro,TimÿLocastro,timlocastro
774,EvanÿLongoria,36,SFG,89,298,3,-1,-1,-4,0,-3,-0.2,10,7,0.497,0.498,1.1,-0.4,11,longoev01,EvanÿLongoria,EvanÿLongoria,EvanÿLongoria,evanlongoria
775,ChristianÿLopes,29,OAK,4,10,-2,0,0,0,0,-2,-0.2,0,-2,0.441,0.499,-0.2,0,-2,lopesch01,ChristianÿLopes,ChristianÿLopes,ChristianÿLopes,christianlopes
776,AlejoÿL¢pez#,26,CIN,59,156,-5,0,1,-5,0,-8,-0.9,5,-3,0.485,0.495,0.1,-0.5,2,lopezal03,AlejoÿLopez#,AlejoÿLopez,AlejoÿLopez,alejolopez
777,JorgeÿL¢pez,29,2TM,4,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,lopezjo02,JorgeÿLopez,JorgeÿLopez,JorgeÿLopez,jorgelopez
778,NickyÿLopez*,27,KCR,141,480,-22,3,3,-7,6,-17,-1.8,16,0,0.487,0.489,0.5,-0.2,7,lopezni01,NickyÿLopez*,NickyÿLopez,NickyÿLopez,nickylopez
779,OttoÿLopez,23,TOR,8,10,2,0,0,0,0,2,0.2,0,2,0.526,0.501,0.3,0,2,lopezot01,OttoÿLopez,OttoÿLopez,OttoÿLopez,ottolopez
781,ReynaldoÿL¢pez,28,CHW,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,lopezre01,ReynaldoÿLopez,ReynaldoÿLopez,ReynaldoÿLopez,reynaldolopez
785,BrandonÿLowe*,27,TBR,65,266,0,-1,1,-1,1,1,0.1,9,10,0.501,0.5,1.1,0,11,lowebr01,BrandonÿLowe*,BrandonÿLowe,BrandonÿLowe,brandonlowe
786,JoshÿLowe*,24,TBR,52,198,-5,0,0,2,-2,-4,-0.4,7,3,0.492,0.497,0,0,1,lowejo01,JoshÿLowe*,JoshÿLowe,JoshÿLowe,joshlowe
787,NathanielÿLowe*,26,TEX,157,645,30,-4,1,-9,-8,10,1,22,32,0.507,0.506,4.2,-1.9,41,lowena01,NathanielÿLowe*,NathanielÿLowe,NathanielÿLowe,nathaniellowe
788,JedÿLowrie#,38,OAK,50,184,-11,0,-1,-1,-4,-16,-1.8,6,-10,0.465,0.489,-1.1,-0.5,-9,lowrije01,JedÿLowrie#,JedÿLowrie,JedÿLowrie,jedlowrie
791,SethÿLugo,32,NYM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,lugose01,SethÿLugo,SethÿLugo,SethÿLugo,sethlugo
792,JordanÿLuplow,28,ARI,83,234,-5,-1,0,2,-3,-7,-0.7,8,1,0.492,0.496,-0.1,-0.1,-1,luplojo01,JordanÿLuplow,JordanÿLuplow,JordanÿLuplow,jordanluplow
793,GavinÿLux*,24,LAD,129,471,3,1,3,1,3,11,1.2,16,27,0.509,0.507,2.6,0.4,26,luxga01,GavinÿLux*,GavinÿLux,GavinÿLux,gavinlux
796,DanielÿLynchÿIV*,25,KCR,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,lynchda02,DanielÿLynchÿIV*,DanielÿLynchÿIV,DanielÿLynchÿIV,daniellynchiv
799,DixonÿMachado,30,SFG,5,17,-1,0,0,2,0,1,0.2,1,2,0.529,0.501,0,0.3,0,machadi01,DixonÿMachado,DixonÿMachado,DixonÿMachado,dixonmachado
800,MannyÿMachado,29,SDP,150,644,42,2,0,-3,3,44,4.7,22,66,0.53,0.528,7,0,69,machama01,MannyÿMachado,MannyÿMachado,MannyÿMachado,mannymachado
801,VimaelÿMach¡n*,28,OAK,73,253,-5,-1,-1,-7,2,-12,-1.4,9,-4,0.482,0.492,0.3,-0.6,3,machivi01,VimaelÿMachin*,VimaelÿMachin,VimaelÿMachin,vimaelmachin
802,DavidÿMacKinnon,27,2TM,22,57,-5,1,0,0,0,-5,-0.6,2,-3,0.473,0.498,-0.4,-0.1,-3,mackida01,DavidÿMacKinnon,DavidÿMacKinnon,DavidÿMacKinnon,davidmackinnon
803,NickÿMadrigal,25,CHC,59,228,-9,1,0,4,2,-2,-0.2,8,6,0.497,0.499,0.1,0.6,2,madrini01,NickÿMadrigal,NickÿMadrigal,NickÿMadrigal,nickmadrigal
804,BlighÿMadris*,26,PIT,39,123,-8,0,1,-4,-2,-13,-1.4,4,-9,0.464,0.491,-0.6,-0.6,-5,madribl01,BlighÿMadris*,BlighÿMadris,BlighÿMadris,blighmadris
806,LukeÿMaile,31,CLE,76,206,-3,-2,-1,1,4,0,0,7,7,0.5,0.5,0.6,0.5,6,mailelu01,LukeÿMaile,LukeÿMaile,LukeÿMaile,lukemaile
807,Mart¡nÿMaldonado,35,HOU,113,379,-14,-2,-1,1,8,-8,-0.9,13,5,0.492,0.495,0.3,0.9,4,maldoma01,MartinÿMaldonado,MartinÿMaldonado,MartinÿMaldonado,martinmaldonado
809,TreyÿMancini,30,2TM,143,587,4,-1,-1,4,-9,-3,-0.3,20,17,0.498,0.501,1.2,-0.6,13,mancitr01,TreyÿMancini,TreyÿMancini,TreyÿMancini,treymancini
812,JoeÿMantiply,31,ARI,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,mantijo01,JoeÿMantiply,JoeÿMantiply,JoeÿMantiply,joemantiply
813,TucupitaÿMarcano*,22,PIT,49,177,-10,1,1,-2,0,-11,-1.2,6,-5,0.476,0.493,-0.4,-0.2,-3,marcatu01,TucupitaÿMarcano*,TucupitaÿMarcano,TucupitaÿMarcano,tucupitamarcano
814,ManuelÿMargot,27,TBR,89,363,1,2,0,3,-3,4,0.4,12,16,0.505,0.502,1.3,0,13,margoma01,ManuelÿMargot,ManuelÿMargot,ManuelÿMargot,manuelmargot
816,JakeÿMarisnick,31,PIT,31,82,-1,0,0,1,0,0,0,3,3,0.499,0.5,0.2,0.1,2,marisja01,JakeÿMarisnick,JakeÿMarisnick,JakeÿMarisnick,jakemarisnick
819,DevenÿMarrero,31,NYM,5,6,-2,0,0,0,0,-1,-0.1,0,-1,0.473,0.499,-0.1,0,-1,marrede01,DevenÿMarrero,DevenÿMarrero,DevenÿMarrero,devenmarrero
820,BrandonÿMarsh*,24,2TM,134,461,-6,1,1,6,-1,1,0.1,16,17,0.5,0.499,1,0.5,10,marshbr02,BrandonÿMarsh*,BrandonÿMarsh,BrandonÿMarsh,brandonmarsh
822,KetelÿMarte#,28,ARI,137,558,1,1,-1,-6,0,-4,-0.4,19,15,0.497,0.497,2,-0.6,21,marteke01,KetelÿMarte#,KetelÿMarte,KetelÿMarte,ketelmarte
823,StarlingÿMarte,33,NYM,118,505,20,0,0,4,-4,21,2.3,17,38,0.518,0.513,3.4,0.1,34,martest01,StarlingÿMarte,StarlingÿMarte,StarlingÿMarte,starlingmarte
825,BrettÿMartin*,27,TEX,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,martibr01,BrettÿMartin*,BrettÿMartin,BrettÿMartin,brettmartin
826,ChrisÿMartin,36,2TM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,martich02,ChrisÿMartin,ChrisÿMartin,ChrisÿMartin,chrismartin
829,RichieÿMartin,27,BAL,13,33,-2,-1,0,1,0,-1,-0.1,1,0,0.491,0.499,-0.1,0.1,-1,martiri01,RichieÿMartin,RichieÿMartin,RichieÿMartin,richiemartin
831,J.D.ÿMartinez,34,BOS,139,596,11,-4,-2,0,-12,-8,-0.9,20,13,0.494,0.495,1.2,-1.3,13,martijd02,J.D.ÿMartinez,J.D.ÿMartinez,JDÿMartinez,jdmartinez
834,MichaelÿMassey*,24,KCR,52,194,0,0,1,0,1,2,0.2,7,8,0.504,0.501,0.8,0.1,8,massemi02,MichaelÿMassey*,MichaelÿMassey,MichaelÿMassey,michaelmassey
835,MilesÿMastrobuoni*,26,TBR,8,17,-1,0,0,-1,0,-2,-0.2,1,-2,0.471,0.499,-0.1,-0.1,-1,mastrmi01,MilesÿMastrobuoni*,MilesÿMastrobuoni,MilesÿMastrobuoni,milesmastrobuoni
836,JorgeÿMateo,27,BAL,150,533,-11,5,0,14,8,17,1.8,18,35,0.512,0.511,2.1,2.4,21,mateojo01,JorgeÿMateo,JorgeÿMateo,JorgeÿMateo,jorgemateo
837,MarkÿMathias,27,2TM,30,91,4,1,1,1,-1,6,0.6,3,9,0.519,0.503,0.8,-0.1,8,mathima01,MarkÿMathias,MarkÿMathias,MarkÿMathias,markmathias
838,J.J.ÿMatijevic*,26,HOU,32,71,-2,1,0,0,-2,-3,-0.3,2,0,0.491,0.498,-0.1,-0.2,0,matijjj01,J.J.ÿMatijevic*,J.J.ÿMatijevic,JJÿMatijevic,jjmatijevic
839,NickÿMaton*,25,PHI,34,85,3,0,0,1,0,4,0.4,3,7,0.512,0.503,0.6,0.1,6,matonni01,NickÿMaton*,NickÿMaton,NickÿMaton,nickmaton
846,JackÿMayfield,31,LAA,23,74,-5,1,0,0,0,-4,-0.4,3,-1,0.483,0.498,-0.2,0,-1,mayfija01,JackÿMayfield,JackÿMayfield,JackÿMayfield,jackmayfield
848,NomarÿMazara*,27,SDP,55,171,-1,-1,0,-2,-1,-4,-0.4,6,2,0.492,0.497,0.3,-0.3,3,mazarno01,NomarÿMazara*,NomarÿMazara,NomarÿMazara,nomarmazara
849,PatrickÿMazeika*,28,NYM,24,72,-5,-1,0,0,1,-5,-0.5,2,-2,0.48,0.497,-0.3,0.1,-2,mazeipa01,PatrickÿMazeika*,PatrickÿMazeika,PatrickÿMazeika,patrickmazeika
851,JamesÿMcCann,32,NYM,61,191,-9,0,-1,-1,4,-7,-0.8,7,-1,0.487,0.495,-0.1,0.3,0,mccanja02,JamesÿMcCann,JamesÿMcCann,JamesÿMcCann,jamesmccann
852,JakeÿMcCarthy*,24,ARI,99,354,9,4,2,-1,-3,11,1.2,12,23,0.512,0.507,2.4,-0.5,24,mccarja02,JakeÿMcCarthy*,JakeÿMcCarthy,JakeÿMcCarthy,jakemccarthy
855,ChasÿMcCormick,27,HOU,119,407,5,-1,0,-2,-1,0,0,14,14,0.5,0.5,1.6,-0.4,16,mccorch01,ChasÿMcCormick,ChasÿMcCormick,ChasÿMcCormick,chasmccormick
857,AndrewÿMcCutchen,35,MIL,134,580,-2,-2,0,5,-8,-8,-0.8,19,11,0.494,0.495,0.5,-0.3,6,mccutan01,AndrewÿMcCutchen,AndrewÿMcCutchen,AndrewÿMcCutchen,andrewmccutchen
858,MickeyÿMcDonald#,27,OAK,4,6,0,0,0,0,0,-1,-0.1,0,0,0.486,0.5,0,0,0,mcdonmi01,MickeyÿMcDonald#,MickeyÿMcDonald,MickeyÿMcDonald,mickeymcdonald
862,ReeseÿMcGuire*,27,2TM,89,274,-4,0,-1,0,5,0,0,9,10,0.5,0.499,0.9,0.5,10,mcguire01,ReeseÿMcGuire*,ReeseÿMcGuire,ReeseÿMcGuire,reesemcguire
865,RyanÿMcKenna,25,BAL,104,172,-3,1,0,3,-3,-2,-0.3,6,4,0.498,0.498,0,-0.1,0,mckenry01,RyanÿMcKenna,RyanÿMcKenna,RyanÿMcKenna,ryanmckenna
867,BillyÿMcKinney*,27,OAK,23,57,-7,-1,0,0,-1,-9,-1,2,-7,0.457,0.494,-0.8,-0.1,-7,mckinbi01,BillyÿMcKinney*,BillyÿMcKinney,BillyÿMcKinney,billymckinney
868,ZachÿMcKinstry*,27,2TM,57,185,-6,1,1,2,1,0,0,6,6,0.499,0.5,0.4,0.4,4,mckinza01,ZachÿMcKinstry*,ZachÿMcKinstry,ZachÿMcKinstry,zachmckinstry
869,RyanÿMcMahon*,27,COL,153,597,-2,0,-1,9,4,10,1.2,20,30,0.507,0.507,2.1,1.4,21,mcmahry01,RyanÿMcMahon*,RyanÿMcMahon,RyanÿMcMahon,ryanmcmahon
870,JeffÿMcNeil*,30,NYM,148,589,25,2,2,5,2,36,3.8,20,56,0.525,0.523,5.1,0.8,51,mcneije01,JeffÿMcNeil*,JeffÿMcNeil,JeffÿMcNeil,jeffmcneil
871,AustinÿMeadows*,27,DET,36,147,0,-1,0,4,-1,2,0.2,5,7,0.505,0.501,0.3,0.3,3,meadoau01,AustinÿMeadows*,AustinÿMeadows,AustinÿMeadows,austinmeadows
874,AdonisÿMedina,25,NYM,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,medinad01,AdonisÿMedina,AdonisÿMedina,AdonisÿMedina,adonismedina
877,FranciscoÿMejia#,26,TBR,93,299,-6,-3,0,1,5,-3,-0.3,10,7,0.496,0.498,0.6,0.6,6,mejiafr01,FranciscoÿMejia#,FranciscoÿMejia,FranciscoÿMejia,franciscomejia
879,MarkÿMelancon,37,ARI,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,melanma01,MarkÿMelancon,MarkÿMelancon,MarkÿMelancon,markmelancon
880,MJÿMelendez*,23,KCR,129,534,-2,-2,2,-13,2,-12,-1.3,18,6,0.49,0.492,1.9,-1.2,19,melenmj01,MJÿMelendez*,MJÿMelendez,MJÿMelendez,mjmelendez
881,DannyÿMendick,28,CHW,31,106,2,0,0,-3,2,2,0.2,4,5,0.505,0.501,0.9,-0.2,8,mendida01,DannyÿMendick,DannyÿMendick,DannyÿMendick,dannymendick
882,JoeyÿMeneses,30,WSN,56,240,16,0,-2,-10,-3,2,0.2,8,10,0.503,0.501,2,-1.3,20,menesjo01,JoeyÿMeneses,JoeyÿMeneses,JoeyÿMeneses,joeymeneses
885,?scarÿMercado,27,2TM,55,128,-3,0,0,1,-2,-5,-0.5,4,0,0.491,0.497,-0.2,-0.1,-1,mercaos01,OscarÿMercado,OscarÿMercado,OscarÿMercado,oscarmercado
886,Yerm¡nÿMercedes,29,SFG,31,83,0,0,0,-2,-2,-4,-0.4,3,-1,0.488,0.498,0.1,-0.4,1,merceye01,YerminÿMercedes,YerminÿMercedes,YerminÿMercedes,yerminmercedes
887,WhitÿMerrifield,33,2TM,139,550,-9,1,-1,-8,1,-16,-1.7,18,3,0.488,0.493,0.9,-0.8,11,merriwh01,WhitÿMerrifield,WhitÿMerrifield,WhitÿMerrifield,whitmerrifield
890,JakeÿMeyers,26,HOU,52,160,-6,0,1,4,1,0,0,5,6,0.5,0.5,0.1,0.6,1,meyerja02,JakeÿMeyers,JakeÿMeyers,JakeÿMeyers,jakemeyers
891,KeynanÿMiddleton,28,ARI,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,middlke01,KeynanÿMiddleton,KeynanÿMiddleton,KeynanÿMiddleton,keynanmiddleton
894,BradÿMiller*,32,TEX,81,241,-10,-1,0,-9,-3,-23,-2.5,8,-14,0.47,0.485,-0.7,-1.3,-5,millebr02,BradÿMiller*,BradÿMiller,BradÿMiller,bradmiller
895,OwenÿMiller,25,CLE,130,472,-7,1,1,-1,-5,-11,-1.2,16,5,0.491,0.492,0.5,-0.7,6,milleow01,OwenÿMiller,OwenÿMiller,OwenÿMiller,owenmiller
898,AlecÿMills,30,CHC,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,millsal02,AlecÿMills,AlecÿMills,AlecÿMills,alecmills
899,WyattÿMills,27,2TM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,millswy01,WyattÿMills,WyattÿMills,WyattÿMills,wyattmills
905,Jos‚ÿMiranda,24,MIN,125,483,8,-1,-3,-6,-5,-7,-0.7,17,10,0.494,0.496,1.6,-1.2,16,miranjo01,JoseÿMiranda,JoseÿMiranda,JoseÿMiranda,josemiranda
907,CalvinÿMitchell*,23,PIT,69,232,-5,1,0,-4,-3,-11,-1.1,8,-3,0.484,0.493,0.1,-0.7,1,mitchca01,CalvinÿMitchell*,CalvinÿMitchell,CalvinÿMitchell,calvinmitchell
908,GarrettÿMitchell*,23,MIL,28,68,2,2,1,1,1,6,0.7,2,9,0.524,0.504,0.8,0.2,8,mitchga01,GarrettÿMitchell*,GarrettÿMitchell,GarrettÿMitchell,garrettmitchell
910,YadierÿMolina,39,STL,78,270,-15,-2,-1,6,5,-7,-0.8,9,2,0.49,0.495,-0.6,1.2,-4,molinya01,YadierÿMolina,YadierÿMolina,YadierÿMolina,yadiermolina
912,Yo nÿMoncada#,27,CHW,104,433,-12,0,2,2,3,-5,-0.5,15,10,0.495,0.497,0.7,0.5,8,moncayo01,YoanÿMoncada#,YoanÿMoncada,YoanÿMoncada,yoanmoncada
913,AdalbertoÿMondes¡#,26,KCR,15,54,-7,1,0,1,1,-4,-0.4,2,-2,0.473,0.498,-0.3,0.2,-3,mondera02,AdalbertoÿMondesi#,AdalbertoÿMondesi,AdalbertoÿMondesi,adalbertomondesi
914,NateÿMondou*,27,OAK,1,3,0,0,0,0,0,0,0,0,0,0.484,0.5,0,0,0,mondona01,NateÿMondou*,NateÿMondou,NateÿMondou,natemondou
915,MickeyÿMoniak*,24,2TM,37,112,-9,1,0,-5,0,-13,-1.4,4,-9,0.462,0.496,-0.5,-0.6,-4,moniami01,MickeyÿMoniak*,MickeyÿMoniak,MickeyÿMoniak,mickeymoniak
917,ElehurisÿMontero,23,COL,53,185,-4,0,0,0,-1,-5,-0.5,6,2,0.491,0.497,0.1,-0.1,2,monteel01,ElehurisÿMontero,ElehurisÿMontero,ElehurisÿMontero,elehurismontero
921,DylanÿMoore,29,SEA,104,255,7,1,0,-1,-1,5,0.6,9,14,0.506,0.504,1.5,-0.3,15,mooredy01,DylanÿMoore,DylanÿMoore,DylanÿMoore,dylanmoore
925,ColinÿMoran*,29,CIN,42,128,-3,-1,0,-1,-1,-6,-0.6,4,-2,0.485,0.496,-0.1,-0.2,-1,moranco01,ColinÿMoran*,ColinÿMoran,ColinÿMoran,colinmoran
928,ChristopherÿMorel,23,CHC,113,425,3,1,0,-10,4,-3,-0.3,15,11,0.497,0.498,2.1,-0.6,21,morelch01,ChristopherÿMorel,ChristopherÿMorel,ChristopherÿMorel,christophermorel
929,GabrielÿMoreno,22,TOR,25,73,1,0,0,2,1,4,0.4,2,6,0.517,0.503,0.4,0.3,4,morenga01,GabrielÿMoreno,GabrielÿMoreno,GabrielÿMoreno,gabrielmoreno
930,DauriÿMoreta,26,CIN,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,moretda01,DauriÿMoreta,DauriÿMoreta,DauriÿMoreta,daurimoreta
932,ReyesÿMoronta,29,2TM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,moronre01,ReyesÿMoronta,ReyesÿMoronta,ReyesÿMoronta,reyesmoronta
935,TaylorÿMotter,32,CIN,2,6,-1,0,0,-1,0,-2,-0.2,0,-2,0.406,0.499,-0.1,-0.1,-1,motteta01,TaylorÿMotter,TaylorÿMotter,TaylorÿMotter,taylormotter
936,RyanÿMountcastle,25,BAL,145,609,3,0,-1,1,-8,-4,-0.5,21,17,0.497,0.497,1.5,-0.8,16,mountry01,RyanÿMountcastle,RyanÿMountcastle,RyanÿMountcastle,ryanmountcastle
937,MikeÿMoustakas*,33,CIN,78,285,-10,-1,-1,-3,-3,-17,-1.8,10,-8,0.476,0.489,-0.6,-0.6,-5,moustmi01,MikeÿMoustakas*,MikeÿMoustakas,MikeÿMoustakas,mikemoustakas
939,CedricÿMullins*,27,BAL,156,672,5,2,1,5,4,17,1.8,23,40,0.512,0.511,3.5,1,35,mullice01,CedricÿMullins*,CedricÿMullins,CedricÿMullins,cedricmullins
940,MaxÿMuncy*,31,LAD,136,565,1,0,1,7,1,10,1.2,19,29,0.508,0.507,2.2,0.9,22,muncyma01,MaxÿMuncy*,MaxÿMuncy,MaxÿMuncy,maxmuncy
942,YairoÿMu¤oz,27,PHI,29,60,-1,0,0,-3,0,-3,-0.3,2,-1,0.49,0.498,0.2,-0.3,2,munozya01,YairoÿMunoz,YairoÿMunoz,YairoÿMunoz,yairomunoz
943,PennÿMurfee,28,SEA,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,murfepe01,PennÿMurfee,PennÿMurfee,PennÿMurfee,pennmurfee
945,SeanÿMurphy,27,OAK,148,612,14,0,-1,-4,6,15,1.6,21,36,0.511,0.51,4.1,0.2,40,murphse01,SeanÿMurphy,SeanÿMurphy,SeanÿMurphy,seanmurphy
946,TomÿMurphy,31,SEA,14,42,3,0,0,0,1,4,0.4,1,5,0.527,0.502,0.5,0.1,5,murphto04,TomÿMurphy,TomÿMurphy,TomÿMurphy,tommurphy
949,S¡monÿMuzziotti*,23,PHI,9,9,-1,0,0,0,0,-1,-0.1,0,0,0.491,0.5,-0.1,0,0,muzzisi01,SimonÿMuzziotti*,SimonÿMuzziotti,SimonÿMuzziotti,simonmuzziotti
950,WilÿMyers,31,SDP,77,286,0,-1,-1,6,-3,2,0.3,10,12,0.503,0.501,0.5,0.4,6,myerswi01,WilÿMyers,WilÿMyers,WilÿMyers,wilmyers
953,TylerÿNaquin*,31,2TM,105,334,-5,1,1,-6,-4,-13,-1.3,11,-1,0.487,0.496,0.4,-1,5,naquity01,TylerÿNaquin*,TylerÿNaquin,TylerÿNaquin,tylernaquin
954,AndrewÿNardi*,23,MIA,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,nardian01,AndrewÿNardi*,AndrewÿNardi,AndrewÿNardi,andrewnardi
955,OmarÿNarv ez*,30,MIL,84,296,-11,-1,0,-1,6,-7,-0.7,10,3,0.491,0.495,0.4,0.5,4,narvaom01,OmarÿNarvaez*,OmarÿNarvaez,OmarÿNarvaez,omarnarvaez
957,BoÿNaylor*,22,CLE,5,8,-2,0,0,0,0,-2,-0.2,0,-2,0.457,0.499,-0.2,0,-2,naylobo01,BoÿNaylor*,BoÿNaylor,BoÿNaylor,bonaylor
958,JoshÿNaylor*,25,CLE,122,498,11,-2,-1,1,-7,2,0.2,17,19,0.502,0.501,1.8,-0.7,18,naylojo01,JoshÿNaylor*,JoshÿNaylor,JoshÿNaylor,joshnaylor
960,KyleÿNelson*,25,ARI,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,nelsoky01,KyleÿNelson*,KyleÿNelson,KyleÿNelson,kylenelson
964,SheldonÿNeuse,27,OAK,89,293,-11,1,0,-4,0,-15,-1.6,10,-5,0.482,0.49,-0.2,-0.4,-1,neusesh01,SheldonÿNeuse,SheldonÿNeuse,SheldonÿNeuse,sheldonneuse
965,TylerÿNevin,25,BAL,58,184,-5,0,-1,-3,0,-9,-1,6,-3,0.484,0.494,0,-0.3,0,nevinty01,TylerÿNevin,TylerÿNevin,TylerÿNevin,tylernevin
967,KevinÿNewman,28,PIT,78,309,-2,2,0,-2,3,1,0.1,11,11,0.501,0.5,1.3,0.1,13,newmake01,KevinÿNewman,KevinÿNewman,KevinÿNewman,kevinnewman
968,Tom sÿNido,28,NYM,98,313,-11,-2,-2,1,6,-7,-0.7,11,4,0.492,0.495,0.2,0.8,3,nidoto01,TomasÿNido,TomasÿNido,TomasÿNido,tomasnido
969,BrandonÿNimmo*,29,NYM,151,673,27,0,0,-3,5,28,3,22,50,0.52,0.518,5.4,0.2,53,nimmobr01,BrandonÿNimmo*,BrandonÿNimmo,BrandonÿNimmo,brandonnimmo
973,AustinÿNola,32,SDP,110,397,-2,-1,0,1,7,5,0.6,14,19,0.505,0.504,1.8,0.8,18,nolaau01,AustinÿNola,AustinÿNola,AustinÿNola,austinnola
974,LarsÿNootbaar*,24,STL,108,347,8,-1,1,4,-4,9,1,12,20,0.508,0.506,1.6,0.1,16,nootbla01,LarsÿNootbaar*,LarsÿNootbaar,LarsÿNootbaar,larsnootbaar
975,DanielÿNorris*,29,2TM,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,norrida01,DanielÿNorris*,DanielÿNorris,DanielÿNorris,danielnorris
977,DomÿNu¤ez*,27,COL,14,41,-4,0,0,-1,1,-5,-0.5,1,-3,0.463,0.497,-0.3,0,-2,nunezdo01,DomÿNunez*,DomÿNunez,DomÿNunez,domnunez
